cnpj,razao_social,municipio,uf,cnae,score,score_label,contact_quality,site,instagram,linkedin_company,google_maps_url,tech_score,whatsapp_probable,has_whatsapp_link
88317847004132,88317847004132,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=88317847004132++,,False,
88670526000634,88670526000634,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=88670526000634++,,False,
90739624003052,90739624003052,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=90739624003052++,,False,
90756495000257,90756495000257,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=90756495000257++,,False,
91591958000150,91591958000150,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=91591958000150++,,False,
91873372000692,91873372000692,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=91873372000692++,,False,
91933119000687,91933119000687,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=91933119000687++,,False,
92754738012764,92754738012764,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=92754738012764++,,False,
92754738041608,92754738041608,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=92754738041608++,,False,
92771286001441,92771286001441,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=92771286001441++,,False,
95360004000197,95360004000197,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95360004000197++,,False,
95360160000158,95360160000158,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95360160000158++,,False,
95360632000172,95360632000172,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95360632000172++,,False,
95368353000155,95368353000155,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95368353000155++,,False,
95368874000102,95368874000102,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95368874000102++,,False,
95374781000190,95374781000190,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95374781000190++,,False,
95375424000147,95375424000147,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95375424000147++,,False,
95377412000151,95377412000151,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95377412000151++,,False,
95379285000120,95379285000120,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95379285000120++,,False,
95390381000179,95390381000179,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95390381000179++,,False,
95391876001437,95391876001437,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95391876001437++,,False,
95394128000193,95394128000193,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95394128000193++,,False,
95398178000149,95398178000149,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95398178000149++,,False,
95399267000100,95399267000100,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95399267000100++,,False,
95400057000194,95400057000194,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95400057000194++,,False,
95402434000124,95402434000124,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95402434000124++,,False,
95402582000149,95402582000149,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95402582000149++,,False,
95405239000158,95405239000158,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95405239000158++,,False,
95405239000239,95405239000239,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95405239000239++,,False,
95429304000185,95429304000185,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95429304000185++,,False,
95432209000130,95432209000130,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95432209000130++,,False,
95435483000163,95435483000163,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95435483000163++,,False,
95439410000140,95439410000140,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95439410000140++,,False,
95591723005854,95591723005854,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95591723005854++,,False,
95639407000170,95639407000170,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95639407000170++,,False,
95642179003021,95642179003021,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95642179003021++,,False,
95642427000108,95642427000108,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95642427000108++,,False,
95642526000181,95642526000181,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95642526000181++,,False,
95749685000180,95749685000180,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=95749685000180++,,False,
97324107000127,97324107000127,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97324107000127++,,False,
97330336000154,97330336000154,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97330336000154++,,False,
97378434000161,97378434000161,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97378434000161++,,False,
97378434000323,97378434000323,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97378434000323++,,False,
97389100000193,97389100000193,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97389100000193++,,False,
97402002000149,97402002000149,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97402002000149++,,False,
97451835000108,97451835000108,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97451835000108++,,False,
97522513000102,97522513000102,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97522513000102++,,False,
97525439000170,97525439000170,,,,50.0,Frio,ok,,,,https://www.google.com/maps/search/?api=1&query=97525439000170++,,False,
